account_id,district_id,frequency,date,Account_type
1541,60,POPLATEK MESICNE,961018,NRI account
305,34,POPLATEK MESICNE,961018,NRI account
3690,67,POPLATEK PO OBRATU,961018,Savings account
3766,29,POPLATEK PO OBRATU,961018,Savings account
3454,32,POPLATEK MESICNE,961017,Savings account
2046,68,POPLATEK MESICNE,961017,NRI account
1492,24,POPLATEK MESICNE,961017,Salary account
3776,1,POPLATEK MESICNE,961016,Salary account
1577,67,POPLATEK MESICNE,961016,NRI account
8784,1,POPLATEK MESICNE,961016,Salary account
1645,50,POPLATEK MESICNE,961016,NRI account
713,58,POPLATEK MESICNE,961015,NRI account
11325,62,POPLATEK MESICNE,961015,Savings account
8628,2,POPLATEK PO OBRATU,961015,Savings account
4493,61,POPLATEK PO OBRATU,961015,Salary account
410,49,POPLATEK MESICNE,961015,Savings account
2988,66,POPLATEK PO OBRATU,961014,Salary account
3314,25,POPLATEK MESICNE,961014,Salary account
4949,33,POPLATEK MESICNE,961014,Savings account
9677,8,POPLATEK MESICNE,961013,NRI account
342,64,POPLATEK MESICNE,961013,NRI account
536,14,POPLATEK MESICNE,961013,NRI account
350,47,POPLATEK MESICNE,961013,Savings account
2475,17,POPLATEK MESICNE,961013,Savings account
10063,4,POPLATEK TYDNE,961013,Salary account
581,26,POPLATEK MESICNE,961013,Savings account
6950,36,POPLATEK MESICNE,961012,Savings account
3271,8,POPLATEK MESICNE,961012,NRI account
3329,3,POPLATEK MESICNE,961012,Savings account
4090,72,POPLATEK MESICNE,961011,Savings account
3249,74,POPLATEK MESICNE,961011,Savings account
472,8,POPLATEK MESICNE,961011,Salary account
1777,60,POPLATEK MESICNE,961010,NRI account
1003,28,POPLATEK MESICNE,961010,Savings account
3394,23,POPLATEK MESICNE,961009,Salary account
7636,40,POPLATEK MESICNE,961008,Savings account
3175,50,POPLATEK MESICNE,961008,NRI account
1812,31,POPLATEK MESICNE,961008,NRI account
10607,52,POPLATEK MESICNE,961008,Savings account
2999,66,POPLATEK MESICNE,961008,NRI account
921,10,POPLATEK MESICNE,961008,Salary account
2934,1,POPLATEK MESICNE,961008,Salary account
261,54,POPLATEK MESICNE,961007,NRI account
2240,36,POPLATEK MESICNE,961007,NRI account
2657,55,POPLATEK MESICNE,961007,Savings account
1558,32,POPLATEK MESICNE,961006,NRI account
2465,57,POPLATEK MESICNE,961006,Savings account
814,76,POPLATEK MESICNE,961006,Salary account
325,75,POPLATEK MESICNE,961006,Savings account
3904,18,POPLATEK MESICNE,961005,NRI account
2252,1,POPLATEK MESICNE,961005,NRI account
826,44,POPLATEK MESICNE,961005,Salary account
1008,13,POPLATEK MESICNE,961005,NRI account
3913,23,POPLATEK MESICNE,961004,NRI account
822,40,POPLATEK MESICNE,961004,Salary account
1155,43,POPLATEK MESICNE,961004,NRI account
2807,42,POPLATEK MESICNE,961004,Salary account
1751,53,POPLATEK MESICNE,961004,NRI account
3158,71,POPLATEK MESICNE,961003,NRI account
3071,41,POPLATEK MESICNE,961003,Savings account
1586,1,POPLATEK MESICNE,961003,Salary account
3232,37,POPLATEK MESICNE,961002,Salary account
618,1,POPLATEK MESICNE,961002,Savings account
1502,1,POPLATEK MESICNE,961002,NRI account
10857,50,POPLATEK MESICNE,961002,Savings account
692,69,POPLATEK MESICNE,961002,Savings account
3843,62,POPLATEK MESICNE,961002,Salary account
569,76,POPLATEK MESICNE,961001,Salary account
1500,43,POPLATEK MESICNE,961001,Savings account
2561,59,POPLATEK MESICNE,960929,NRI account
972,46,POPLATEK MESICNE,960929,Salary account
698,71,POPLATEK MESICNE,960929,NRI account
2294,46,POPLATEK MESICNE,960929,Salary account
2373,14,POPLATEK MESICNE,960929,Salary account
241,15,POPLATEK MESICNE,960929,NRI account
2483,1,POPLATEK MESICNE,960929,Salary account
2083,1,POPLATEK MESICNE,960928,NRI account
1823,3,POPLATEK MESICNE,960928,Salary account
2955,67,POPLATEK MESICNE,960927,Salary account
3446,6,POPLATEK PO OBRATU,960927,NRI account
3339,1,POPLATEK MESICNE,960927,Salary account
1631,10,POPLATEK MESICNE,960927,Savings account
2869,68,POPLATEK MESICNE,960927,NRI account
3399,63,POPLATEK MESICNE,960926,Savings account
1374,53,POPLATEK MESICNE,960926,Salary account
1463,32,POPLATEK MESICNE,960925,NRI account
3894,52,POPLATEK MESICNE,960925,NRI account
2091,1,POPLATEK MESICNE,960925,NRI account
1377,1,POPLATEK MESICNE,960925,Salary account
9241,74,POPLATEK MESICNE,960925,Savings account
1308,54,POPLATEK MESICNE,960925,Savings account
1370,52,POPLATEK MESICNE,960925,NRI account
770,7,POPLATEK MESICNE,960924,Salary account
2332,77,POPLATEK MESICNE,960924,NRI account
1100,35,POPLATEK MESICNE,960923,NRI account
1484,70,POPLATEK MESICNE,960923,Salary account
2801,11,POPLATEK MESICNE,960923,NRI account
1113,8,POPLATEK MESICNE,960923,Savings account
3967,54,POPLATEK MESICNE,960922,Salary account
1173,11,POPLATEK MESICNE,960922,Salary account
7632,68,POPLATEK MESICNE,960922,Salary account
2339,63,POPLATEK MESICNE,960922,Savings account
2640,1,POPLATEK MESICNE,960921,Savings account
2921,54,POPLATEK MESICNE,960921,Salary account
3431,64,POPLATEK MESICNE,960921,NRI account
3179,71,POPLATEK MESICNE,960920,Savings account
2906,49,POPLATEK MESICNE,960920,Savings account
1538,22,POPLATEK MESICNE,960920,NRI account
6083,6,POPLATEK TYDNE,960919,Salary account
1669,39,POPLATEK MESICNE,960919,Savings account
8268,59,POPLATEK MESICNE,960919,Savings account
1063,68,POPLATEK MESICNE,960919,Salary account
1532,54,POPLATEK MESICNE,960919,Savings account
1957,33,POPLATEK MESICNE,960918,NRI account
3569,1,POPLATEK MESICNE,960918,Savings account
10789,75,POPLATEK MESICNE,960918,Savings account
831,44,POPLATEK MESICNE,960918,Salary account
3191,72,POPLATEK MESICNE,960917,NRI account
2076,18,POPLATEK MESICNE,960917,NRI account
1002,50,POPLATEK MESICNE,960917,NRI account
8381,14,POPLATEK MESICNE,960917,Savings account
2275,1,POPLATEK MESICNE,960916,Savings account
5305,47,POPLATEK MESICNE,960916,Salary account
1329,53,POPLATEK MESICNE,960916,Savings account
3098,1,POPLATEK MESICNE,960916,Salary account
4349,74,POPLATEK MESICNE,960916,Savings account
2990,30,POPLATEK MESICNE,960916,NRI account
3800,30,POPLATEK MESICNE,960916,Salary account
1556,54,POPLATEK MESICNE,960915,Savings account
6075,19,POPLATEK MESICNE,960915,Salary account
1066,16,POPLATEK TYDNE,960915,Savings account
3044,72,POPLATEK MESICNE,960914,Salary account
3499,51,POPLATEK MESICNE,960914,Salary account
1474,63,POPLATEK MESICNE,960914,NRI account
2026,64,POPLATEK MESICNE,960914,Savings account
164,60,POPLATEK MESICNE,960913,NRI account
1799,9,POPLATEK MESICNE,960913,Savings account
1600,1,POPLATEK MESICNE,960913,NRI account
2164,63,POPLATEK MESICNE,960912,NRI account
3508,42,POPLATEK MESICNE,960912,Savings account
2156,1,POPLATEK MESICNE,960911,Salary account
2349,72,POPLATEK MESICNE,960911,Savings account
2614,44,POPLATEK MESICNE,960911,Savings account
339,46,POPLATEK TYDNE,960911,Salary account
1067,34,POPLATEK MESICNE,960910,Savings account
2629,66,POPLATEK MESICNE,960910,NRI account
1774,61,POPLATEK MESICNE,960910,Salary account
2045,34,POPLATEK MESICNE,960909,Savings account
2058,34,POPLATEK MESICNE,960909,Savings account
1190,52,POPLATEK MESICNE,960909,NRI account
297,74,POPLATEK MESICNE,960908,Savings account
2914,4,POPLATEK MESICNE,960908,Savings account
4405,41,POPLATEK MESICNE,960908,Salary account
2084,44,POPLATEK MESICNE,960908,Salary account
1408,10,POPLATEK MESICNE,960907,Savings account
125,2,POPLATEK PO OBRATU,960907,NRI account
2655,1,POPLATEK MESICNE,960907,NRI account
2314,2,POPLATEK MESICNE,960907,Salary account
7082,57,POPLATEK MESICNE,960906,Salary account
1910,60,POPLATEK MESICNE,960906,NRI account
5362,76,POPLATEK TYDNE,960906,Salary account
920,58,POPLATEK MESICNE,960905,Savings account
1525,57,POPLATEK MESICNE,960905,NRI account
1997,74,POPLATEK MESICNE,960905,Savings account
1679,68,POPLATEK MESICNE,960905,Salary account
174,52,POPLATEK MESICNE,960904,NRI account
694,67,POPLATEK MESICNE,960904,NRI account
2885,1,POPLATEK MESICNE,960904,Savings account
2872,1,POPLATEK MESICNE,960904,Savings account
3126,17,POPLATEK MESICNE,960903,NRI account
1293,40,POPLATEK MESICNE,960903,Salary account
406,63,POPLATEK MESICNE,960903,NRI account
4456,14,POPLATEK MESICNE,960903,Savings account
3418,42,POPLATEK PO OBRATU,960902,Savings account
871,1,POPLATEK MESICNE,960902,Savings account
2953,1,POPLATEK MESICNE,960902,Savings account
1258,3,POPLATEK MESICNE,960901,Savings account
812,1,POPLATEK MESICNE,960830,Salary account
3774,72,POPLATEK MESICNE,960830,NRI account
3272,53,POPLATEK MESICNE,960830,NRI account
7990,9,POPLATEK MESICNE,960830,Salary account
7262,70,POPLATEK MESICNE,960830,Salary account
3504,70,POPLATEK MESICNE,960830,Salary account
2347,38,POPLATEK MESICNE,960830,Savings account
269,3,POPLATEK MESICNE,960830,Salary account
1894,6,POPLATEK MESICNE,960829,Salary account
1117,68,POPLATEK MESICNE,960829,Savings account
833,31,POPLATEK MESICNE,960829,NRI account
3155,28,POPLATEK MESICNE,960829,Salary account
242,69,POPLATEK MESICNE,960829,NRI account
10,54,POPLATEK MESICNE,960828,NRI account
2113,7,POPLATEK MESICNE,960828,NRI account
2677,5,POPLATEK MESICNE,960828,Savings account
6062,24,POPLATEK MESICNE,960828,Salary account
2065,61,POPLATEK MESICNE,960828,Savings account
987,15,POPLATEK MESICNE,960827,Savings account
2360,26,POPLATEK MESICNE,960827,Salary account
399,1,POPLATEK MESICNE,960827,Savings account
637,49,POPLATEK MESICNE,960827,NRI account
3353,74,POPLATEK MESICNE,960827,Savings account
4588,12,POPLATEK MESICNE,960827,Salary account
10220,44,POPLATEK MESICNE,960826,NRI account
2792,1,POPLATEK MESICNE,960826,NRI account
1504,1,POPLATEK MESICNE,960826,NRI account
3161,48,POPLATEK MESICNE,960826,Salary account
4186,1,POPLATEK MESICNE,960825,Salary account
3467,17,POPLATEK MESICNE,960825,Savings account
1350,21,POPLATEK TYDNE,960825,NRI account
20,74,POPLATEK MESICNE,960824,Savings account
2930,1,POPLATEK MESICNE,960824,NRI account
182,47,POPLATEK MESICNE,960824,Salary account
1517,5,POPLATEK MESICNE,960824,NRI account
617,74,POPLATEK MESICNE,960823,NRI account
2746,24,POPLATEK MESICNE,960823,NRI account
3427,36,POPLATEK MESICNE,960823,NRI account
58,29,POPLATEK MESICNE,960823,NRI account
918,60,POPLATEK MESICNE,960823,NRI account
324,1,POPLATEK MESICNE,960823,Salary account
9826,68,POPLATEK MESICNE,960823,NRI account
2094,73,POPLATEK MESICNE,960823,Savings account
1593,16,POPLATEK MESICNE,960822,Salary account
3004,11,POPLATEK MESICNE,960822,Savings account
2034,54,POPLATEK MESICNE,960821,NRI account
2622,1,POPLATEK MESICNE,960821,Savings account
10562,51,POPLATEK MESICNE,960821,Salary account
7099,1,POPLATEK MESICNE,960820,NRI account
166,17,POPLATEK MESICNE,960820,Salary account
1367,74,POPLATEK MESICNE,960820,Savings account
2795,11,POPLATEK MESICNE,960820,Savings account
7637,46,POPLATEK MESICNE,960819,NRI account
4010,30,POPLATEK MESICNE,960819,Salary account
4144,1,POPLATEK MESICNE,960819,Salary account
3347,4,POPLATEK MESICNE,960819,Savings account
2976,13,POPLATEK MESICNE,960819,Salary account
4480,58,POPLATEK MESICNE,960819,Salary account
4969,60,POPLATEK TYDNE,960819,NRI account
1274,54,POPLATEK TYDNE,960819,Savings account
3741,65,POPLATEK MESICNE,960818,Salary account
3311,8,POPLATEK MESICNE,960818,NRI account
656,3,POPLATEK MESICNE,960818,Salary account
1667,56,POPLATEK MESICNE,960818,Savings account
3789,6,POPLATEK MESICNE,960818,Savings account
8038,47,POPLATEK MESICNE,960817,NRI account
967,15,POPLATEK MESICNE,960817,Salary account
382,14,POPLATEK MESICNE,960816,Savings account
42,39,POPLATEK MESICNE,960816,NRI account
945,18,POPLATEK MESICNE,960816,NRI account
2764,53,POPLATEK MESICNE,960815,Salary account
2973,23,POPLATEK MESICNE,960815,Salary account
2209,65,POPLATEK MESICNE,960815,Salary account
2013,54,POPLATEK MESICNE,960815,Savings account
1935,38,POPLATEK MESICNE,960815,NRI account
447,5,POPLATEK MESICNE,960814,Savings account
3549,27,POPLATEK MESICNE,960814,NRI account
1563,47,POPLATEK MESICNE,960814,Salary account
753,31,POPLATEK MESICNE,960814,Savings account
779,16,POPLATEK MESICNE,960813,Savings account
916,1,POPLATEK MESICNE,960813,NRI account
271,1,POPLATEK MESICNE,960813,NRI account
2439,74,POPLATEK MESICNE,960813,Salary account
2210,31,POPLATEK MESICNE,960813,Savings account
1885,47,POPLATEK MESICNE,960813,Salary account
176,71,POPLATEK TYDNE,960812,Salary account
3066,74,POPLATEK MESICNE,960812,NRI account
911,60,POPLATEK MESICNE,960812,Salary account
2149,7,POPLATEK MESICNE,960811,Salary account
416,6,POPLATEK MESICNE,960811,Salary account
1501,50,POPLATEK MESICNE,960811,NRI account
2114,30,POPLATEK MESICNE,960811,Savings account
3749,68,POPLATEK MESICNE,960810,Salary account
1223,70,POPLATEK MESICNE,960810,NRI account
613,74,POPLATEK PO OBRATU,960810,Salary account
2947,57,POPLATEK MESICNE,960809,NRI account
2086,70,POPLATEK TYDNE,960809,Salary account
3020,3,POPLATEK MESICNE,960809,Salary account
1211,49,POPLATEK MESICNE,960809,Salary account
2724,11,POPLATEK MESICNE,960809,Savings account
963,7,POPLATEK MESICNE,960809,Salary account
4442,54,POPLATEK MESICNE,960808,NRI account
1325,26,POPLATEK MESICNE,960808,Savings account
715,32,POPLATEK MESICNE,960808,Savings account
9491,7,POPLATEK TYDNE,960808,Salary account
2917,68,POPLATEK MESICNE,960808,NRI account
503,1,POPLATEK MESICNE,960808,NRI account
2794,74,POPLATEK MESICNE,960808,Savings account
2191,1,POPLATEK MESICNE,960808,NRI account
3614,19,POPLATEK MESICNE,960807,NRI account
2066,25,POPLATEK MESICNE,960807,Salary account
2117,48,POPLATEK MESICNE,960807,NRI account
436,30,POPLATEK MESICNE,960807,NRI account
2329,1,POPLATEK MESICNE,960807,Salary account
2134,52,POPLATEK MESICNE,960806,Savings account
1738,15,POPLATEK MESICNE,960806,Savings account
1576,35,POPLATEK TYDNE,960806,Salary account
1267,43,POPLATEK MESICNE,960805,Salary account
2102,41,POPLATEK MESICNE,960805,NRI account
1654,30,POPLATEK MESICNE,960805,Savings account
2383,68,POPLATEK MESICNE,960805,NRI account
2350,18,POPLATEK MESICNE,960804,NRI account
4438,48,POPLATEK MESICNE,960804,Salary account
2004,42,POPLATEK MESICNE,960804,Savings account
2101,9,POPLATEK MESICNE,960804,Savings account
3397,49,POPLATEK MESICNE,960804,NRI account
3040,17,POPLATEK MESICNE,960803,NRI account
4071,64,POPLATEK MESICNE,960803,NRI account
2278,1,POPLATEK MESICNE,960803,Savings account
371,12,POPLATEK MESICNE,960802,Salary account
9159,64,POPLATEK MESICNE,960802,Savings account
1906,1,POPLATEK MESICNE,960801,Savings account
194,44,POPLATEK MESICNE,960801,NRI account
3359,8,POPLATEK MESICNE,960730,Salary account
9646,1,POPLATEK TYDNE,960730,NRI account
10954,25,POPLATEK MESICNE,960729,NRI account
1571,66,POPLATEK MESICNE,960729,Salary account
1160,39,POPLATEK TYDNE,960729,NRI account
1985,20,POPLATEK MESICNE,960729,Salary account
4389,77,POPLATEK MESICNE,960728,NRI account
3192,18,POPLATEK MESICNE,960728,Salary account
836,46,POPLATEK MESICNE,960728,Salary account
3880,3,POPLATEK MESICNE,960728,NRI account
7424,68,POPLATEK MESICNE,960728,Salary account
1187,55,POPLATEK MESICNE,960728,Savings account
25,68,POPLATEK MESICNE,960728,NRI account
3491,51,POPLATEK MESICNE,960727,NRI account
6453,34,POPLATEK MESICNE,960727,Savings account
7907,70,POPLATEK MESICNE,960727,Savings account
2291,49,POPLATEK MESICNE,960727,NRI account
1900,27,POPLATEK MESICNE,960727,Savings account
3443,45,POPLATEK MESICNE,960726,NRI account
11027,32,POPLATEK TYDNE,960726,Savings account
303,71,POPLATEK MESICNE,960725,Savings account
3932,74,POPLATEK MESICNE,960725,NRI account
2717,74,POPLATEK MESICNE,960725,Salary account
2983,42,POPLATEK MESICNE,960725,Savings account
1490,5,POPLATEK MESICNE,960725,NRI account
4320,61,POPLATEK MESICNE,960723,Savings account
6495,6,POPLATEK MESICNE,960723,Savings account
3511,70,POPLATEK MESICNE,960723,NRI account
378,68,POPLATEK MESICNE,960722,NRI account
1188,16,POPLATEK MESICNE,960722,NRI account
2652,1,POPLATEK MESICNE,960722,Savings account
3526,1,POPLATEK MESICNE,960722,Salary account
113,55,POPLATEK MESICNE,960722,Savings account
3733,33,POPLATEK MESICNE,960722,Salary account
683,74,POPLATEK MESICNE,960722,NRI account
3494,60,POPLATEK MESICNE,960722,NRI account
3518,9,POPLATEK MESICNE,960722,NRI account
7674,1,POPLATEK MESICNE,960721,Salary account
11123,39,POPLATEK MESICNE,960721,Salary account
1765,18,POPLATEK MESICNE,960721,Salary account
847,2,POPLATEK MESICNE,960721,Salary account
4618,3,POPLATEK MESICNE,960721,Salary account
3543,74,POPLATEK MESICNE,960721,Savings account
1471,1,POPLATEK MESICNE,960721,Salary account
3472,55,POPLATEK MESICNE,960721,NRI account
2407,1,POPLATEK MESICNE,960721,NRI account
1893,48,POPLATEK MESICNE,960720,Salary account
2882,44,POPLATEK MESICNE,960720,Salary account
5250,8,POPLATEK TYDNE,960720,NRI account
2266,50,POPLATEK MESICNE,960719,Savings account
137,70,POPLATEK MESICNE,960719,NRI account
3562,50,POPLATEK MESICNE,960719,Savings account
9138,26,POPLATEK MESICNE,960718,NRI account
5837,5,POPLATEK MESICNE,960718,Salary account
971,12,POPLATEK MESICNE,960718,Savings account
81,74,POPLATEK MESICNE,960718,Salary account
4537,53,POPLATEK TYDNE,960718,NRI account
4086,66,POPLATEK MESICNE,960717,Salary account
6461,50,POPLATEK MESICNE,960717,Savings account
110,36,POPLATEK MESICNE,960717,Salary account
526,67,POPLATEK MESICNE,960716,Savings account
571,72,POPLATEK MESICNE,960716,Savings account
3946,70,POPLATEK MESICNE,960716,NRI account
2573,4,POPLATEK MESICNE,960716,Salary account
593,48,POPLATEK MESICNE,960716,Savings account
869,16,POPLATEK MESICNE,960715,NRI account
2359,54,POPLATEK MESICNE,960714,NRI account
3726,54,POPLATEK MESICNE,960714,Savings account
584,31,POPLATEK MESICNE,960714,NRI account
392,1,POPLATEK MESICNE,960714,NRI account
3426,9,POPLATEK TYDNE,960713,Savings account
3204,61,POPLATEK MESICNE,960713,Salary account
2887,76,POPLATEK MESICNE,960713,Salary account
2468,4,POPLATEK MESICNE,960713,Savings account
3350,74,POPLATEK MESICNE,960713,Savings account
858,52,POPLATEK MESICNE,960713,Savings account
2821,54,POPLATEK MESICNE,960712,Savings account
2112,44,POPLATEK MESICNE,960712,NRI account
2506,22,POPLATEK PO OBRATU,960712,NRI account
1078,1,POPLATEK MESICNE,960712,NRI account
1895,35,POPLATEK MESICNE,960712,Salary account
2961,9,POPLATEK MESICNE,960712,Savings account
690,10,POPLATEK MESICNE,960711,Salary account
2945,6,POPLATEK MESICNE,960711,Savings account
573,1,POPLATEK TYDNE,960711,NRI account
2131,70,POPLATEK MESICNE,960711,Salary account
2147,28,POPLATEK MESICNE,960710,Salary account
984,2,POPLATEK MESICNE,960710,Salary account
3848,20,POPLATEK MESICNE,960710,Salary account
2825,54,POPLATEK MESICNE,960710,NRI account
5602,19,POPLATEK PO OBRATU,960710,Salary account
1094,35,POPLATEK MESICNE,960710,NRI account
413,18,POPLATEK MESICNE,960709,NRI account
3334,67,POPLATEK MESICNE,960709,NRI account
2625,48,POPLATEK TYDNE,960709,Salary account
7733,19,POPLATEK TYDNE,960708,NRI account
1758,21,POPLATEK MESICNE,960708,NRI account
9859,27,POPLATEK MESICNE,960708,Salary account
10711,36,POPLATEK MESICNE,960708,Savings account
725,70,POPLATEK MESICNE,960708,Salary account
1739,3,POPLATEK MESICNE,960708,Savings account
10202,70,POPLATEK MESICNE,960708,Salary account
506,67,POPLATEK MESICNE,960708,NRI account
955,59,POPLATEK MESICNE,960708,Salary account
932,20,POPLATEK MESICNE,960708,Salary account
1289,72,POPLATEK MESICNE,960707,NRI account
2445,52,POPLATEK MESICNE,960707,NRI account
2737,69,POPLATEK MESICNE,960706,Salary account
7101,54,POPLATEK MESICNE,960706,NRI account
313,73,POPLATEK MESICNE,960706,Salary account
2593,5,POPLATEK MESICNE,960706,Savings account
1232,48,POPLATEK MESICNE,960706,Salary account
2108,74,POPLATEK MESICNE,960706,Salary account
3694,70,POPLATEK MESICNE,960706,Savings account
1903,11,POPLATEK MESICNE,960705,NRI account
3153,2,POPLATEK MESICNE,960705,Savings account
265,19,POPLATEK MESICNE,960705,NRI account
2812,18,POPLATEK MESICNE,960705,Salary account
1609,41,POPLATEK MESICNE,960705,NRI account
2526,16,POPLATEK MESICNE,960704,NRI account
2604,68,POPLATEK MESICNE,960704,NRI account
5269,49,POPLATEK MESICNE,960704,Savings account
3563,1,POPLATEK MESICNE,960704,NRI account
3550,68,POPLATEK MESICNE,960704,Salary account
7033,75,POPLATEK MESICNE,960703,Salary account
88,31,POPLATEK MESICNE,960703,Savings account
1480,41,POPLATEK TYDNE,960703,Savings account
3089,12,POPLATEK TYDNE,960702,Savings account
7181,77,POPLATEK PO OBRATU,960702,NRI account
1241,53,POPLATEK MESICNE,960702,Savings account
1004,70,POPLATEK MESICNE,960702,Salary account
2344,13,POPLATEK MESICNE,960702,NRI account
2530,74,POPLATEK MESICNE,960702,Savings account
170,59,POPLATEK MESICNE,960702,Savings account
2319,58,POPLATEK MESICNE,960702,Savings account
3864,33,POPLATEK MESICNE,960701,Savings account
1266,57,POPLATEK MESICNE,960701,NRI account
878,52,POPLATEK MESICNE,960629,Savings account
1007,1,POPLATEK MESICNE,960628,Salary account
4379,44,POPLATEK MESICNE,960628,NRI account
2950,62,POPLATEK MESICNE,960628,Savings account
3793,5,POPLATEK MESICNE,960628,Salary account
3588,33,POPLATEK MESICNE,960628,NRI account
3573,59,POPLATEK MESICNE,960627,Salary account
3149,57,POPLATEK MESICNE,960627,Savings account
1275,32,POPLATEK MESICNE,960626,NRI account
1087,55,POPLATEK MESICNE,960626,Savings account
1396,46,POPLATEK MESICNE,960626,Savings account
2295,57,POPLATEK MESICNE,960625,NRI account
9631,11,POPLATEK MESICNE,960625,Salary account
140,24,POPLATEK MESICNE,960625,Salary account
788,12,POPLATEK MESICNE,960625,Savings account
2040,75,POPLATEK MESICNE,960625,Salary account
1029,26,POPLATEK MESICNE,960625,Savings account
3318,62,POPLATEK MESICNE,960625,NRI account
2420,35,POPLATEK MESICNE,960625,Salary account
3432,1,POPLATEK MESICNE,960625,Salary account
6688,16,POPLATEK MESICNE,960625,Salary account
3899,22,POPLATEK MESICNE,960625,NRI account
962,64,POPLATEK MESICNE,960624,Savings account
2395,3,POPLATEK MESICNE,960624,Savings account
3227,1,POPLATEK MESICNE,960624,Salary account
3585,1,POPLATEK MESICNE,960623,Salary account
2706,47,POPLATEK MESICNE,960623,Savings account
2773,38,POPLATEK MESICNE,960623,NRI account
1781,10,POPLATEK MESICNE,960623,Savings account
1097,67,POPLATEK MESICNE,960622,Salary account
3206,38,POPLATEK MESICNE,960622,Salary account
3696,1,POPLATEK MESICNE,960622,Salary account
2387,70,POPLATEK MESICNE,960622,Salary account
10361,21,POPLATEK MESICNE,960621,Savings account
587,19,POPLATEK MESICNE,960621,NRI account
373,67,POPLATEK MESICNE,960620,NRI account
2977,28,POPLATEK MESICNE,960620,Salary account
488,25,POPLATEK MESICNE,960620,Salary account
3120,1,POPLATEK MESICNE,960620,Savings account
3801,1,POPLATEK MESICNE,960620,NRI account
72,1,POPLATEK TYDNE,960620,NRI account
3239,5,POPLATEK MESICNE,960619,Savings account
3485,53,POPLATEK MESICNE,960619,Salary account
567,15,POPLATEK MESICNE,960619,Salary account
3180,1,POPLATEK MESICNE,960618,Salary account
1271,17,POPLATEK MESICNE,960618,Savings account
2870,1,POPLATEK MESICNE,960618,Savings account
3645,36,POPLATEK MESICNE,960618,Salary account
1086,37,POPLATEK MESICNE,960617,Salary account
2602,46,POPLATEK MESICNE,960617,NRI account
4768,39,POPLATEK MESICNE,960617,Salary account
507,52,POPLATEK MESICNE,960617,NRI account
3647,77,POPLATEK MESICNE,960617,Salary account
1444,70,POPLATEK MESICNE,960616,NRI account
4447,62,POPLATEK MESICNE,960616,Salary account
3515,68,POPLATEK MESICNE,960616,Savings account
8158,48,POPLATEK TYDNE,960616,NRI account
848,31,POPLATEK MESICNE,960616,Salary account
3668,1,POPLATEK MESICNE,960615,Savings account
2400,40,POPLATEK MESICNE,960615,NRI account
3015,19,POPLATEK MESICNE,960615,Savings account
558,10,POPLATEK MESICNE,960615,Salary account
3114,1,POPLATEK MESICNE,960615,Savings account
4626,9,POPLATEK MESICNE,960615,Salary account
1869,1,POPLATEK MESICNE,960614,Savings account
2397,70,POPLATEK MESICNE,960614,Salary account
2603,9,POPLATEK MESICNE,960614,Salary account
3723,2,POPLATEK MESICNE,960614,Savings account
3957,33,POPLATEK TYDNE,960613,NRI account
3584,55,POPLATEK MESICNE,960612,NRI account
93,2,POPLATEK MESICNE,960612,Savings account
2104,48,POPLATEK MESICNE,960612,Salary account
2710,12,POPLATEK MESICNE,960612,Savings account
1058,47,POPLATEK MESICNE,960611,Savings account
1431,41,POPLATEK MESICNE,960611,NRI account
181,21,POPLATEK MESICNE,960611,Savings account
603,62,POPLATEK MESICNE,960611,Savings account
409,1,POPLATEK MESICNE,960611,NRI account
9510,1,POPLATEK MESICNE,960609,Savings account
7926,69,POPLATEK TYDNE,960609,Salary account
3591,1,POPLATEK PO OBRATU,960609,Savings account
4585,27,POPLATEK MESICNE,960608,Salary account
171,46,POPLATEK MESICNE,960608,Salary account
3676,58,POPLATEK MESICNE,960608,Savings account
1082,2,POPLATEK MESICNE,960608,Savings account
6699,35,POPLATEK MESICNE,960608,Savings account
1219,1,POPLATEK MESICNE,960608,NRI account
4803,26,POPLATEK MESICNE,960608,Savings account
1528,50,POPLATEK MESICNE,960608,Savings account
375,68,POPLATEK MESICNE,960607,NRI account
1270,55,POPLATEK PO OBRATU,960607,Salary account
9548,62,POPLATEK MESICNE,960607,Savings account
3522,16,POPLATEK MESICNE,960607,NRI account
669,35,POPLATEK MESICNE,960607,Savings account
732,38,POPLATEK MESICNE,960607,Savings account
3448,58,POPLATEK TYDNE,960606,Salary account
1913,48,POPLATEK MESICNE,960606,NRI account
958,72,POPLATEK MESICNE,960606,Savings account
3199,66,POPLATEK MESICNE,960606,NRI account
1954,72,POPLATEK MESICNE,960605,NRI account
1973,71,POPLATEK MESICNE,960605,Savings account
2190,41,POPLATEK TYDNE,960604,NRI account
3746,70,POPLATEK MESICNE,960604,Savings account
2982,19,POPLATEK MESICNE,960604,Savings account
9263,68,POPLATEK MESICNE,960604,Salary account
1405,53,POPLATEK MESICNE,960604,Salary account
1124,26,POPLATEK MESICNE,960602,Savings account
687,27,POPLATEK MESICNE,960602,NRI account
3590,57,POPLATEK MESICNE,960602,Savings account
3459,76,POPLATEK MESICNE,960602,Salary account
2389,40,POPLATEK MESICNE,960602,Salary account
2837,46,POPLATEK MESICNE,960602,NRI account
621,52,POPLATEK MESICNE,960601,NRI account
10445,72,POPLATEK MESICNE,960529,Salary account
268,3,POPLATEK MESICNE,960529,Savings account
